Organization/Person Name,Description,Primary Job Title,Primary Organization,Investment Stage,Investor Type,Regions,Twitter,Website,Number of Investments,Number of Exits
Katarzyna Szubryt,Katarzyna Szubryt - HR Manager @ Bildero,HR Manager,Bildero,Seed,Individual/Angel,"Great Lakes, Midwestern US",,,1,
Katherine Collins,"Katherine Collins is Founder and CEO of Honeybee Capital, dedicated to pollinating ideas across varied fields in pursuit of optimal investme...",Head of Sustainable Investing,Putnam Investments,Seed,Individual/Angel,"Greater Boston Area, East Coast, New England",https://twitter.com/honeybeecap,,1,
Nina Sodhi,"Nina oversees the company's activities in the US, which includes strategy, new business development, day-to-day operations and new product d...","CEO, Founder",Red Antler Books,Seed,Individual/Angel,"Greater New York Area, East Coast, Northeastern US",http://twitter.com/ninasodhi,,2,
Nola Masterson,Nola Masterson works with BoardWise clients on governance practices and coaches directors and aspirational directors. She is an experienced ...,Adjunct Professor,University of San Francisco,Seed,Individual/Angel,"San Francisco Bay Area, West Coast, Western US",https://twitter.com/sciencefutures,,1,
Jennifer O'Daniel,"Jennifer O'Daniel is responsible for sourcing, diligence and closing of seed and early stage investments. O'Daniel is also responsible for m...",Investment Director,CIT GAP Funds,Seed,"Investment Partner, Individual/Angel","East Coast, Southern US",http://twitter.com/dcvcjen,,1,1
Laura McCann,Laura has been an entrepreneur and senior executive in the Fashion and Retail industry for over 20+ years. With a degree in Fashion from Par...,Co-Founder & CEO,Adoratherapy,Seed,Individual/Angel,"East Coast, Southern US",http://twitter.com/whatyaCwhatyagt,https://adoratherapy.com/blogs/news/asheville-based-artisan-perfumer-adoratherapy-named-north-carolina-small-business-of-the-year-in-wnc,1,
Rebecca Lipon,Rebecca Lipon - Cloud Segment Strategic Planner @ Intel,Cloud Segment Strategic Planner,Intel,Seed,Individual/Angel,"San Francisco Bay Area, West Coast, Western US",https://twitter.com/rebeccalipon,http://www.rebeccalipon.com/,1,
Karen Karniol Tambour,Karen Karniol Tambour,,,Seed,Individual/Angel,"Greater New York Area, East Coast, Northeastern US",,,1,
Nicole Stata,"Ms. Stata is the Founder and Managing Director of Boston Seed Capital, LLC. From 2007 to 2010, Ms. Stata worked as an angel investor, adv...",Founder and Managing Director,Boston Seed Capital,Seed,Individual/Angel,"Greater Boston Area, East Coast, New England",http://twitter.com/nstata,http://www.bostonseed.com,3,
Kim Rachmeler,Kim Rachmeler - Board Member @ Vittana,Board Member,Vittana,Seed,Individual/Angel,"Greater Seattle Area, West Coast, Western US",,,2,2
Tarryn Soderberg,Tarryn Soderberg - Chief Strategy Officer @ See The SEEN,Chief Strategy Officer,See The SEEN,Seed,Individual/Angel,"Greater Los Angeles Area, West Coast, Western US",,,1,
Grazyna Kulczyk,Grażyna Kulczyk is a art collector and philanthropist.,,,Seed,Individual/Angel,"Great Lakes, Midwestern US",,,2,1
Emma Dunstone,"Emma is a revenue-obsessed B2B marketer, with a track record of success in driving marketing strategy worldwide. She always has a passionate...",,,Seed,Individual/Angel,"San Francisco Bay Area, West Coast, Western US",,,1,
Zelda Marzec,"Ms. Marzec co-founded Bradford & Marzec, now part of Tortoise Credit Strategies, in 1984 and is a member of its investment policy and strate...",Founder,Bradford & Marzec LLC,Seed,Individual/Angel,"Greater Los Angeles Area, West Coast, Western US",,http://tortoisecredit.com/people/investments/investment-policy-and-strategy-committee/zelda-zee-marzec,1,
Ruthann Quindlen,Ruthann Quindlen has served as a Venture Advisor to SRI (Stanford Research Institute) since April 2014.  Ruthann has served as a Managing...,Member of the Venture Advisory Board,SRI International,Seed,Individual/Angel,"San Francisco Bay Area, West Coast, Western US",,,1,
Ruth Ann Harnisch,"Ruth Ann Harnisch is President of The Harnisch Family Foundation, which has given grants to hundreds of not-for-profit organizations since i...",Patron,Sundance Institute,Seed,Individual/Angel,"Greater New York Area, East Coast, Northeastern US",https://twitter.com/ruthannharnisch,,1,
Page Feldman,Executive Producer of 'The Apprentice' and  'The Celebrity Apprentice'.,,,Seed,Individual/Angel,"Greater Los Angeles Area, West Coast, Western US",,,1,
Tricia Raikes,Tricia Raikes - Co-founder @ Giving Compass,Co-founder,Giving Compass,Seed,Individual/Angel,"Greater Seattle Area, West Coast, Western US",,,1,
Rajalakshmi Subramanian,Rajalakshmi Subramanian - VP Engineering @ Pro.com,VP Engineering,Pro.com,Seed,Individual/Angel,"Greater Seattle Area, West Coast, Western US",,,1,
Ruth Owades,Ruth Owades,,,Seed,Individual/Angel,"San Francisco Bay Area, West Coast, Western US",,,1,
Nina Garcia,Nina Garcia serves as an advisor at Nineteenth Amendment.,Fashion Director,iFashion,Seed,Individual/Angel,"Greater New York Area, East Coast, Northeastern US",https://twitter.com/ninagarcia,http://ninagarcia.com/,1,
Karen Riley,"Karen has been a member of the Angels' Forum since 2007. She is a seasoned executive in enterprise software and services companies, where sh...",Member,The Angels' Forum,Seed,Individual/Angel,"San Francisco Bay Area, West Coast, Western US",,,1,1
Ann Handley,"Ann Handley is a Wall Street Journal best-selling author, keynote speaker, and the world’s first Chief Content Officer. Ann speaks and write...",Chief Content Officer,MarketingProfs,Seed,Individual/Angel,"Greater Boston Area, East Coast, New England",http://twitter.com/marketingprofs,http://www.annhandley.com/,1,
Mansi Singhal,"Mansi Singhal is the co-founder of qplum. Mansi has over 10 years of experience in portfolio management. Before starting qplum, she worked w...",,,Seed,Individual/Angel,"Greater New York Area, East Coast, Northeastern US",,,1,
Fatima Hanich,"Fatima Hanich is currently employed at eegoes, LLC in the position of Chief Financial Officer.",,,Seed,Individual/Angel,"Greater Boston Area, East Coast, New England",,,1,
Anne Mitchell,Anne Mitchell - Executive Coach @ CoachACM,Executive Coach,CoachACM,Seed,Individual/Angel,"Greater Boston Area, East Coast, New England",https://twitter.com/coachacm,,1,1
Larisa Serova,Lara is owner of the Brand Paters Textile in St Petersburg Russia,,,Seed,Individual/Angel,"Tampa Bay Area, East Coast, Southern US",,,1,
Jan Becker,"As Autodesk's Senior Vice President of Human Resources, Jan Becker is responsible for worldwide Human Resources, Corporate Real Estate, Faci...",SVP - HR,Autodesk,Seed,Individual/Angel,"San Francisco Bay Area, West Coast, Western US",,,1,
Kinh DeMaree,"Kinh is the Head Talent Huntress at Axiom Zen, an award-winning venture studio in Vancouver, SF, and Santiago. Previously, she was a senior ...",Director of Talent,Axiom Zen,Seed,Individual/Angel,"San Francisco Bay Area, Silicon Valley, West Coast",http://twitter.com/kinhderella,,1,
Elizabeth Riley,"Elizabeth Riley is an experienced journalist, digital content strategist, and operations manager who was part of the founding team at Impact...",Director of Marketing & Communications,ThinkCERCA,Seed,Individual/Angel,"Washington DC Metro Area, Southern US",https://twitter.com/elizabethriley,,1,
Linda Salesky,Linda Salesky - Co-Founder @ ustyme,Co-Founder,ustyme,Seed,Individual/Angel,"San Francisco Bay Area, West Coast, Western US",,,1,
Pamela Hawley,"Pamela Hawley is the founder and CEO of UniversalGiving™ (www.UniversalGiving.org), an award-winning nonprofit helping people to donate and ...",Founder & CEO,UniversalGiving,Seed,Individual/Angel,"San Francisco Bay Area, West Coast, Western US",https://twitter.com/pamelahawley,http://www.pamelahawley.com,1,
Kelly Fuller,"Kelly Fuller - VP, Finance & Strategy @ Globaloria","VP, Finance & Strategy",Globaloria,Seed,Individual/Angel,"Greater New York Area, East Coast, Northeastern US",,,2,1
Kathy Levinson,Kathy Levinson - Member of the Board of Advisors @ Illuminate Ventures,Member of the Board of Advisors,Illuminate Ventures,Seed,Individual/Angel,"San Francisco Bay Area, West Coast, Western US",,,3,2
Barbara Siverts,Barbara Siverts - HR & Process Advisor @ ASANA TECHNOLOGY (ISRAEL) LTD,HR & Process Advisor,ASANA TECHNOLOGY (ISRAEL) LTD,Seed,Individual/Angel,"San Francisco Bay Area, Silicon Valley, West Coast",,,1,
Martina Frignani,Martina Frignani,,,Seed,Individual/Angel,Southern US,,,1,
Anne-Sophie Whitehead,Anne-Sophie Whitehead - Founder & President @ League Network | MyDrCares | FundMyTeam,Founder & President,League Network | MyDrCares | FundMyTeam,Seed,Individual/Angel,"Greater New York Area, East Coast, Northeastern US",,,1,
Lizzy Klein,"I founded LK (ad)Ventures in 2014 to help early-stage entrepreneurs move from “idea” to “in business,” applying my deep experience as a lead...",Founder,LK (ad)Ventures,Seed,Individual/Angel,"Greater New York Area, East Coast, Northeastern US",http://twitter.com/lkstar,http://www.lizzyklein.com,1,
Francoise Marga,Francoise Marga - Senior Scientist @ Modern Meadow,Senior Scientist,Modern Meadow,Seed,Individual/Angel,"Greater New York Area, East Coast, Northeastern US",,,1,
Adriana Cisneros,Adriana Cisneros is Board of Directors at MoMA PS1.,CEO & Vice Chairman,Cisneros Group,Seed,Individual/Angel,"Greater Miami Area, East Coast, Southern US",,,1,
Carolyn Bivens,Carolyn Bivens was the commissioner of the Ladies Professional Golf Association (LPGA) between 2005 and 2009. She was the 7th person and ...,Board of Directors,Quantason,Seed,"Investment Partner, Individual/Angel","Greater Los Angeles Area, West Coast, Western US",,,1,
Autumn Autrey,Autumn Autrey - CEO & Partner @ Aventura VC,CEO & Partner,Aventura VC,Seed,Individual/Angel,"Greater Seattle Area, West Coast, Western US",,,1,
Joanne Katsch,General management executive with exceptional strategic and business skills. Highly respected and collaborative leader with proven ability t...,President,CSJ Consulting,Seed,Individual/Angel,"Greater New York Area, East Coast, Northeastern US",,,1,1
Joan Dea,Joan Dea,,,Seed,Individual/Angel,"Greater Los Angeles Area, West Coast, Western US",,,1,
Lonnie Barbach,Lonnie Barbach - Co Founder @ Happy Couple,Co Founder,Happy Couple,Seed,Individual/Angel,"West Coast, Western US",,,1,
Bess Ho,"Skills: Primary focus is in iOS SDK on iPhone & iPad design & development. Secondary concentrations are in Nokia, Android, Samsung bada & c...",,,Seed,Individual/Angel,"San Francisco Bay Area, Silicon Valley, West Coast",http://twitter.com/Bess,,1,
Jennifer Hannus,"Jennifer Hannus - Co-founder @ Bound Publishing, Inc",Co-founder,"Bound Publishing, Inc",Seed,Individual/Angel,"Greater Los Angeles Area, West Coast, Western US",,http://www.getbound.io/,1,
Jane Metcalfe,Jane Metcalfe,,,Seed,Individual/Angel,"San Francisco Bay Area, West Coast, Western US",https://twitter.com/janemetcalfe,,1,1
Zoe Baird,Zoë Baird is President of the Markle Foundation. Ms. Baird has led Markle’s collaborative efforts to deploy information technology to reform...,President,Markle Foundation,Seed,Individual/Angel,"Greater New York Area, East Coast, Northeastern US",,,1,
Marylou Garcia,Marylou Garcia - Managing Director @ Expense Reduction Analysts,Managing Director,Expense Reduction Analysts,Seed,Individual/Angel,"Greater Los Angeles Area, West Coast, Western US",https://www.facebook.com/marylou.garcia.9041,,1,
Tammy Brandt,"Tammy Brandt - Chief Corporate, M&A and Alliance Counsel @ CSC","Chief Corporate, M&A and Alliance Counsel",CSC,Seed,Individual/Angel,"Greater Los Angeles Area, West Coast, Western US",,,1,
Helena Wong,Helena Wong - CEO & Founder @ Top Trend International,CEO & Founder,Top Trend International,Seed,Individual/Angel,"Greater New York Area, East Coast, Northeastern US",,,1,
Carla Wilson,Carla Wilson,,,Seed,Individual/Angel,"Greater New York Area, East Coast, Northeastern US",,,1,
Kris Zagoria,"Kris Zagoria Founded Moxie Interactive, Inc. in 2000 and has been its Consultant since June 10, 2009. Zagoria served as Chief Executive Offi...",Board Member,MOWGLI,Seed,Individual/Angel,"Greater Atlanta Area, East Coast, Southern US",,,1,
Francine Hardaway,"Francine Hardaway, Ph.D is a serial entrepreneur and seasoned communications strategist.  In 1998, she co-founded Stealthmode Partners, a...",Marketing Strategist,Thomas Franchise Solutions,Seed,Individual/Angel,"Greater Phoenix Area, Western US",http://twitter.com/hardaway,,1,1
Linda Stone,"Writer, speaker and consultant recognized by Upside Magazine as one of the Upside 100 Leaders of the Digital Revolution.",,,Seed,Individual/Angel,"Greater Seattle Area, West Coast, Western US",https://twitter.com/LindaStone,http://lindastone.net/,1,
Diane Hessan,"Diane Hessan - Entrepreneur, Marketer, Investor @ C Space","Entrepreneur, Marketer, Investor",C Space,Seed,Individual/Angel,"Greater Boston Area, East Coast, New England",,,2,1
Laurie Thornton,"As LinkedIn's first PR lead and Radiate PR Chief, Laurie is highly skilled in helping technology startups catapult from idea to exit.   B...",Principal & Co-Founder,Radiate PR,Seed,Individual/Angel,"San Francisco Bay Area, West Coast, Western US",,,1,1
Soujanya Parvataneni,Soujanya Parvataneni,,,Seed,Individual/Angel,"Greater Boston Area, East Coast, New England",,,1,
Zoe Quinn,"Zoe Quinn is an award-winning independent game developer and community organizer, best known for creating Depression Quest, the first Twine ...",Co-Founder,Crash Override,Seed,Individual/Angel,"Greater Los Angeles Area, West Coast, Western US",https://twitter.com/TheQuinnspiracy,http://www.unburntwitch.com/,1,
Nancy Pierce,Nancy Pierce - Managing Director @ MCAP Ventures,Managing Director,MCAP Ventures,Seed,Individual/Angel,"Greater Denver Area, Western US",,,2,1
Amy Kong,"Amy Kong - Program Manager, Digital Data @ Keurig Green Mountain","Program Manager, Digital Data",Keurig Green Mountain,Seed,Individual/Angel,"New England, Northeastern US",https://twitter.com/amykong,,1,
Meera Kapur,"Meera Kapur - Vice President of Finance & Resource Mangement @ Kadenze, Inc.",Vice President of Finance & Resource Mangement,"Kadenze, Inc.",Seed,Individual/Angel,"East Coast, New England, Northeastern US",,,1,
Jeri Eagan,Jeri Eagan - Board Member @ Tachyus,Board Member,Tachyus,Seed,Individual/Angel,"Greater Los Angeles Area, West Coast, Western US",,,1,
Cery B. Perle,Cery B. Perle - CEO @ Spare Backup,CEO,Spare Backup,Seed,Individual/Angel,"Greater Los Angeles Area, West Coast, Western US",,,1,1
Suna Yalaz-Angell,Suna Yalaz-Angell - Relationship Associate @ Credit Suisse,Relationship Associate,Credit Suisse,Seed,Individual/Angel,"San Francisco Bay Area, West Coast, Western US",,,1,
Marina Davidova,Marina Davidova,,,Seed,Individual/Angel,"San Francisco Bay Area, Silicon Valley, West Coast",,,1,
Sharon Lyle,Sharon Lyle - Co-Founder @ Public City,Co-Founder,Public City,Seed,Individual/Angel,"Dallas/Fort Worth Metroplex, Southern US",https://twitter.com/sharoninaustin,,1,
Anne Nimke,Anne Nimke is Co-Founder & CEO @ The Good Jobs.,Co-Founder & CEO,The Good Jobs,Seed,Individual/Angel,"Great Lakes, Midwestern US",https://twitter.com/animke,,1,
Elsa Berry,"Elsa Berry - President of the Board, NY Chapter @ French American Chamber of Commerce","President of the Board, NY Chapter",French American Chamber of Commerce,Seed,Individual/Angel,"Greater New York Area, East Coast, Northeastern US",,,1,
Sally Robling,Sally Robling is a Principal at Robling Advisors.,Principal,Robling Advisors,Seed,Individual/Angel,"Greater New York Area, East Coast, Northeastern US",,,1,
Stephanie Stahl,Stephanie Stahl - Board Member @ Knoll,Board Member,Knoll,Seed,Individual/Angel,"Greater New York Area, East Coast, Northeastern US",,,1,
Lyric Turner,Lyric Turner,,,Seed,Individual/Angel,,,,1,
Lolita Taub,"Lolita Taub is the chief of staff at Catalyte, a 2x TEDx speaker and an AI enthusiast, with a venture capital and enterprise tech background. She is also an angel, Scout at Indie.VC, an investor at NextGen Venture Partners, an LP at Operator Collective and Portfolia’s Enterprise Fund; and a former VC at Backstage Capital and K Fund. Lolita holds over a decade of enterprise B2B software, hardware, and services sales experience at IBM, Cisco Systems and in Silicon Valley. She has a BA from the University of Southern California and an MBA from the IE Business School. Lolita has been recognized for her work on Forbes, Inc.com, The Huffington Post and Entrepreneur.com among other publications.
",Chief of Staff,Catalyte,Seed,"Individual/Angel, Investment Partner",Greater Baltimore-Maryland Area,https://twitter.com/LolitaTaub,http://www.lolitataub.co/,8,1
Jenifer R Daniels,"Jenifer Daniels is an organizational design strategist investing in Detroit’s people, places, and purpose. As founder and chief impact officer of Detroit Human Capital, Jenifer leads investments in Detroit’s placemakers and small business owners. She founded Colorstock, the first diverse stock photo marketplace, advises The PLUG: smart reporting on the Black innovation economy, and manages an angel investment portfolio of underrepresented startup founders. Jenifer has delivered talks at TEDxCharlotte, CUNY, IABC World Conference, Charlotte Startup Weekend, and Netroots Nation. Her words and photos have been featured in The New York Times, Mashable, HuffPostLive, BBC News, Essence, SiriusXM, BELT Magazine/Publishing, and Detroit Stock City.",Organizational Design Strategist,Detroit Human Capital,"Seed, Grant",Individual/Angel,Great Lakes,http://www.twitter.com/jentrification,http://www.jentrification.com1,12,0
Sarika Garg,"Chief Strategy Officer of Tradeshift, angel investor and on the board of Fyle. Previously at SAP Cloud.",Chief Strategy Officer,Tradeshift,Seed,Individual/Angel,Silicon Valley,twitter.com/SarikaGarg,twitter.com/SarikaGarg,5,0
Beth Steinberg,"Beth Steinberg has over 20 years of experience in organization development, talent strategy, and leadership development. Her focus has been to help leaders and companies with complex organizational and growth issues. Beth focuses on driving useful employee programs, leadership coaching, executive development and organizational development for companies in both technology, and consumer goods and services companies. Beth has a proven track record of partnering with companies to help them scale for a successful outcome. Examples include:

Rypple -- Advisor, Acquired by Salesforce, December 2011
Facebook -- IPO, May 2012
BrightRoll -- Acquired by Yahoo!, December 2014
Sunrun -- IPO, August 2015
Hackbright Academy -- Advisor, Acquired by Capella Education, April 2016
WorkLife -- Advisor, Acquired by Cisco, October 2016
Jhana Education -- Advisor, Acquired by Franklin Covey Company, July 2017
Tenor -- Advisor, Acquired by Google, March 2018",Chief People Officer,Chime,Seed,Individual/Angel,San Francisco Bay Area,bsteinbe,www.menschventures.com,2,1
Julia Lipton,Julia Lipton is the founder of Awesome People Ventures.  She invests in world-positive companies and founders who are improving the human experience. ,Investor and founder ,Awesome People Ventures,"Seed, Early Stage Venture, Secondary Market",Individual/Angel,West Coast,https://twitter.com/JuliaLipton,https://www.linkedin.com/in/julialipton/,16,0
McCall McIntyre,"Head of Zero Trust Partnerships @ Google, ex VC @ Samsung NEXT and Product at Simulmedia",Head of Zero Trust Partnerships @ Google Cloud,Google ,"Seed, Early Stage Venture",Individual/Angel,San Francisco Bay Area,https://mobile.twitter.com/mccalleverest?lang=en,n/a,1,0
Elizabeth Yin,Co-Founder and General Partner at Hustle Fund,General Partner,Hustle Fund,Seed,Investment Partner,West Coast,https://twitter.com/dunkhippo33,https://elizabethyin.com/,100,5
Shiyan Koh,General Partner at Hustle Fund.,General Partner,Hustle Fund,Seed,Investment Partner,Asia-Pacific (APAC),https://twitter.com/shiyankoh,https://www.shiyankoh.com/,100,5
Jessica Mason,"Jessica Mason is an entrepreneur, strategist, and designer with deep experience leading innovation ventures in the social and public sector. She is Founder & CEO at The Social Impact Studio and Co-Director at Start.coop, an accelerator for co-operatively owner businesses. She is also faculty at Foster America, teaches Exec Ed at Harvard, is an instructor at The LUMA Institute and is a certified facilitator and coach of human-centered design.",Co-Director,Start.coop,"Seed, Crowdfunding, Early Stage Venture",Individual/Angel,Greater Boston Area,twitter.com/jessxdesign,www.socialimpact.studio,2,0
Janine Sickmeyer,Janine is a Founder and CEO of Legal SaaS @NextChapter (acq 2019 by Fastcase Legal Research). Mom of 4 under 5 | Investor in Women-Owned Tech Startsup | Host: She Starts Up Podcast| Writing a book for First-Time Founders | Passionate about Inclusion & Diversity in Tech,Founder / CEO,NextChapter,"Seed, Convertible Note, Crowdfunding",Individual/Angel,Midwestern US,https://twitter.com/myfriendjanine,https://monamiejanine.com/,2,1
Alicia Robb,Alicia is an angel investor and manager of two early stage venture funds.,VC,Next Wave Impact,"Seed, Early Stage Venture, Convertible Note","Investment Partner, Individual/Angel",Western US,@aliciarobb,www.nextwaveimpact.com,100,5
Ann Bordetsky,"COO, Business Development Exec (ex-Uber, Twitter, startups). I build and back big bet companies that transform industries and make our world better. Angel investor, and I also invest / advise female founders via Jane VC. ",Chief Operating Officer / Business Executive for Scaling Companies,Rival ,"Seed, Early Stage Venture, Venture",Individual/Angel,San Francisco Bay Area,https://twitter.com/annbordetsky,https://www.linkedin.com/in/annbordetsky/,20,0
Neha Narkhede ,"Neha Narkhede is the co-creator of the popular distributed event streaming system, Apache Kafka. She is also the co-founder and ex-CTO of Confluent and one of the few female co-founders of a unicorn in the data space ",Entrepreneur,Confluent,"Seed, Early Stage Venture",Individual/Angel,San Francisco Bay Area,@nehanarkhede,nehanarkhede.com,3,1
Sapna Shah,"Sapna Shah is an angel investor, retail expert and three-time entrepreneur based in NYC. Through Red Giraffe, I make preseed investments in startups that are creating the future of the retail. Specifically, I focus on B2B retail tech/fashion tech, marketplaces and DTC ecommerce and consumer brand sectors, with a particular focus on startups that have female and/or underrepresented founders.",Angel investor,Red Giraffe Advisors,Seed,Individual/Angel,East Coast,@redgiraffe,http://www.redgiraffeadvisors.com/,14,2
Tiffany Zhong,Tiffany Zhong is the first and only Gen Z investor with a strong focus on consumer investments targeted at youth. ,Founder and CEO,Zebra IQ / Pineapple Capital,"Seed, Early Stage Venture, Convertible Note, Venture","Investment Partner, Individual/Angel","West Coast, Greater Miami Area, East Coast, Southern US, Western US, San Francisco Bay Area, Greater New York Area, Northeastern US, Silicon Valley, Greater Los Angeles Area, Greater Seattle Area, Greater Chicago Area, Greater Boston Area, Midwestern US, Greater Denver Area, Asia-Pacific (APAC), Greater Baltimore-Maryland Area, Great Lakes, New England, Washington DC Metro Area, Greater San Diego Area, Dallas/Fort Worth Metroplex, Greater Houston Area, Greater Atlanta Area, Greater Minneapolis-Saint Paul Area, Greater Phoenix Area, Tampa Bay Area",https://twitter.com/tzhongg,http://tiffanyzhong.com,10,2
Jenny Fielding,"Jenny Fielding is the founder and General Partner at The Fund, a first check fund in NYC, LA and London. She is also the Managing Director of Techstars New York where she leads the program. Her portfolio includes more than 130+ tech enabled companies. Previously, Jenny headed up Corporate Venture and Digital Innovation at BBC Worldwide where she made strategic investments and led business development deals. She has started several tech companies, most notably Switch-Mobile, a mobile VoIP company that was acquired in 2009. Jenny began her career as a lawyer, spent time at JP Morgan and is a graduate of Columbia University where she is an Adjunct Professor. She is also a Kauffman Fellow.",Investor ,The Fund + Techstars,"Early Stage Venture, Seed","Investment Partner, Individual/Angel","East Coast, Greater New York Area",@jefielding,www.thefund.vc,130,10
✅ Danielle Strachman,Cofounder and General Partner of 1517 Fund. We focus on working with founders without college degrees and lead preseed rounds (think first money in when you’re raising $500K - $1M and are getting started on a pilot). ,Cofounder and General Partner,1517 Fund,"Convertible Note, Grant, Seed, Early Stage Venture",Investment Partner,San Francisco Bay Area,https://mobile.twitter.com/dstrachman,1517fund.com,55,3
Maya Horgan Famodu,Run a $10 Million early stage VC fund focused on African tech,Founder & MD,Ingressive Capital,"Seed, Early Stage Venture",Investment Partner,San Francisco Bay Area,@mayahorgan,www.ingressivecapital.com,20,0
Jana Messerschmidt,"Founding Partner of #ANGELS, Partner at Lightspeed, Former VP @ Twitter, Netflix.",Investor ,Lightspeed ,"Seed, Early Stage Venture",Investment Partner,San Francisco Bay Area,twitter.com/janamal,hashtagangels.com,60,5
Katelyn Donnelly,"co-founded Delivery Associates and Pearson Ventures.
Kauffman Fellow.   Constantly curious. fmr @McKinsey, Duke Econ",Head of Product,Delivery Associates,Seed,Individual/Angel,Greater New York Area,@krdonnelly,katelyndonnelly.com,15,1
reed jason,founder,founder,founder,Early Stage Venture,Investment Partner,Greater Miami Area,@reed,reed.com,1000,67
Katie Rae,"CEO of The Engine Fund, focused on tough tech early-stage investments.",CEO of The Engine Fund,The Engine Fund,"Seed, Early Stage Venture",Investment Partner,East Coast,@ktrae,www.engine.xyz,80,20
Sara Russick,"Sara Russick is founding general partner of Capita3, which is dedicated to investing in an growing women entrepreneurs. Sara is also founding director of Gopher Angels. ",Cofounder and General Partner,Capita3,Seed,Investment Partner,"Midwestern US, Greater Minneapolis-Saint Paul Area, West Coast, East Coast, Southern US",@sararussick,https://www.linkedin.com/in/sararussick/,6,0
Stephanie Rich,Stephanie Rich is Entrepreneur-in-Residence at Techstars Farm to Fork Accelerator,Entrepreneur-in-Residence,Techstars,Seed,Individual/Angel,"Midwestern US, Greater Minneapolis-Saint Paul Area",https://twitter.com/steph_rich,https://www.startingupnorth.com/,3,0
Landon Steele,"Experienced healthcare founder with successful exit. Wearer of many hats, especially product and business development.  COO.  Many years in both technical and business roles in industrial biotech, including scale up.  Now consult with startups.  Emphasis on women-led startups in biotech and healthcare. Chemical Engineering background.",Consultant for Women-Led startups,Steele Consulting,Seed,Individual/Angel,San Francisco Bay Area,@steelegroup,www.nosuchwebsite.com,4,1
Nisa Amoils,"Venture capital disruptive tech, blockchain.  Securities attorney. TV host. Author of “WTF is Happening? Women Tech Founders on the Rise”. Forbes writer. ",Managing Partner,Grasshopper Capital,Early Stage Venture,Investment Partner,Greater New York Area,@amoilsnisa,www.nisaamoils.com,45,3
Amy Saper ,"Amy is a Partner at Accel, where she invests in early stage consumer and enterprise companies. Previously, she spent eight years at Stripe, Uber, and Twitter launching products, business lines and new markets, in product marketing, product management, sales management, business development and international expansion roles.",Partner,Accel,"Seed, Early Stage Venture",Investment Partner,San Francisco Bay Area,https://twitter.com/amy,https://www.accel.com/team/amy-saper,4,0
Dipti Desai,Ex-Uber and startups,Product Manager,Self,"Seed, Early Stage Venture",Individual/Angel,San Francisco Bay Area,@diptisf,www.linkedin.com/in/diptidesai,4,0
Aubrie Pagano,"Aubrie Pagano has experience on both sides of the New York City consumer ecosystem as an investor and ex-operator. She is the newest partner at Corigin Ventures, investing in seed companies that reshape the real world and daily life. Prior to Corigin Ventures, she helped lead investments out of XFactor Ventures, an early-stage fund focused on companies with at least one female founder. There, she has led seven investments (Choosy, Maude, Baton, Tinted, Court Buddy, Balloon, Shiru), all of which have gone on to raise subsequent rounds from notable firms such as First Round, NEA, Forerunner, RRE, and Kapor Capital. Aubrie also recently sold her company, Bow & Drape, the first platform to reshape personalized fashion. She drove the business to profitability, retailing online and in over 350 Nordstroms, Bloomingdale's, and Macy's. She was named Forbe's 30 Under 30, PayPal's 30 under 30 Makers + Shakers, and LinkedIn's Next Wave of Professionals under 35. Prior to Bow & Drape, Aubrie started her career at Fidelity Investments in the company's internal strategy group. She holds a BA from Harvard. ",General Partner,Corigin Ventures,"Early Stage Venture, Seed","Investment Partner, Individual/Angel","East Coast, Greater New York Area, Northeastern US",@aubriepagano,"www.coriginventures.com, xfactor.ventures",8,0
Aihui Ong,"Aihui was the Founder/CEO of EdgiLife - a B2B2C company that helped CPG companies rapidly perform A/B test on their products and concepts by leveraging a large nationwide health and wellness community called LoveWithFood.com, one of the nation’s fastest-growing snack subscription business. The company was acquired in 2018. She’s currently an investment partner at XFactor Ventures, an early-stage fund focused on companies with at least one female founder.",Investment Partner,XFactor Ventures,"Seed, Early Stage Venture","Investment Partner, Individual/Angel",San Francisco Bay Area,https://twitter.com/aihui,https://www.aihuiong.com/,1,0
Jenny Wang,"Jenny Wang is currently an Investor at Neo, and previously a Sequoia Scout and angel. She is a cofounder at Re-Inc, a new purposeful DTC brand founded by US Women's National Soccer players and World Cup champions Megan Rapinoe, Christen Press, Tobin Heath and Meghan Klingenberg. She serves on Zoom Video’s advisory board, and studied CS at Harvard. She has an asteroid named after her and has published 2 papers in mathematical journals. ","Investor, Cofounder","Neo, re-inc","Early Stage Venture, Seed",Investment Partner,San Francisco Bay Area,https://twitter.com/jennywang01,re-website.com,10,0
Aditi Maliwal,"Aditi leverages her operating experience and global perspective to invest in and support the highest-potential founders and teams. Before joining Upfront, Aditi was a product manager on the Next Billion Users team at Google, in a hybrid role leading investments in and building product for companies in emerging markets. Previously she worked on the Corporate Development team at Google, leading acquisitions across various sectors including AI, Messaging and Media. Prior to Google she worked in early stage venture at Crosslink Capital leading investments in BetterUp, Chime and PowerToFly, and before that in investment banking at Deutsche Bank, in the technology banking group. She holds a B.A. in Psychology from Stanford University and has lived between India, Hong Kong, Singapore and San Francisco.",Investor,Upfront Ventures,Seed,Investment Partner,San Francisco Bay Area,@gimmedadeetz,none,7,0
